название,описание,цена,картинка
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 4GB DDR4 240GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4GB DDR4; накопитель 240GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",34930 сом,https://www.kivano.kg/images/product/107565/1655376823_81807200.jpg
Ноутбук Acer A315-34 Intel Pentium N5030 8GB DDR4 1000GB HDD + 128GB SSD DOS,"



        Операционная система DOS; процессор Intel Pentium (4/4) 1100 - 3100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD 128...            ",33350 сом,https://www.kivano.kg/images/product/97838/1631703261_93349900.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 128 Gb;Вес: от 1.65 кг            ",58770 сом,https://www.kivano.kg/images/product/106030/1651643216_38489100.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 8GB DDR4 240GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8GB DDR4; накопитель 240GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",36420 сом,https://www.kivano.kg/images/product/107566/1655376831_97707600.jpg
Ноутбук Asus Vivobook Pro 14 K3400PA-WH51 Intel Core i5-11300H 8GB DDR 1000GB HDD + 256GB SSD Iris Xe Graphics G7 WQXGA W10 синий,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: Intel Core i5-11300H; Разрешение экрана: 2880x1800 WQXGA; Графический контроллер: Iris Xe Graphics G7; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 120 Gb; Вес: от...            ",78870 сом,https://www.kivano.kg/images/product/108590/1657702921_08892900.jpg
Ноутбук Acer A315-34 Intel Pentium N5030 8GB DDR4 500GB HDD + 256GB SSD DOS,"



        Операционная система DOS; процессор Intel Pentium (4/4) 1100 - 3100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 500 GB + SSD 256...            ",33870 сом,https://www.kivano.kg/images/product/97839/1631703274_54393800.jpg
Ноутбук Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020 4GB DDR 1000GB HDD Intel UHD Graphics 600 HD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768; Графический контроллер: Intel UHD Graphics 600; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 1000 GB; Вес: от 1.7 кг            ",22260 сом,https://www.kivano.kg/images/product/98351/1632391925_57661600.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            ",60080 сом,https://www.kivano.kg/images/product/106031/1651643309_10902200.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 8GB DDR4 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8GB DDR4; накопитель 256GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",36680 сом,https://www.kivano.kg/images/product/107567/1655376839_65082000.jpg
Ноутбук Asus Vivobook X412DA AMD Ryzen 3 3250U 4GB DDR4 128GB SSD W10 Slate Gray,"



        Операционная система Windows 10; процессор AMD Ryzen 3 3250U (2/4) 2600-3500 MHz; оперативная память 4GB DDR4; накопитель 128GB SSD; экран 14"" TN 1366x768; видеоадаптер Radeon Graphics             ",39490 сом,https://www.kivano.kg/images/product/108591/1657703136_70623500.png
Ноутбук Lenovo Ideapad 3-15IIL05 Intel Core i3-1005G1 4GB DDR 500GB HDD Intel HD Graphics 620 HD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 4 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя HDD: 500 Gb; Вес: от...            ",36420 сом,https://www.kivano.kg/images/product/97584/1631261065_88229000.jpg
Ноутбук Acer A315-34 Intel Pentium N5030 8GB DDR4 1000GB HDD + 256GB SSD DOS,"



        Операционная система DOS; процессор Intel Pentium (4/4) 1100 - 3100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD 256...            ",35980 сом,https://www.kivano.kg/images/product/97840/1631703285_49008700.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 512 Gb;Вес: от 1.65 кг            ",62260 сом,https://www.kivano.kg/images/product/106032/1651643395_87941600.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 12GB DDR4 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 12GB DDR4; накопитель 256GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",37740 сом,https://www.kivano.kg/images/product/107568/1655376848_78660100.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 4GB DDR4 500GB HDD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя HDD: 500 Gb; Вес: от 1.85 кг            ",36420 сом,https://www.kivano.kg/images/product/83761/1599712319_59019700.png
Ноутбук Asus X540UB Intel Core i3-7020U 8GB DDR 120GB SSD Intel HD Graphics 620 FHD DVDRW серебристый,"



        Тип: ноутбук; Процессор: Intel Core i3-7020U; Разрешение экрана: 1920x1080 FullHD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес: от 1.9 кг            ",37210 сом,https://www.kivano.kg/images/product/87345/1608886460_89933000.jpg
Ноутбук Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1 8GB DDR4 256GB SSD Intel Graphics 620 HD DOS серый,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 256 Гб; вес от 1.85 кг            ",40110 сом,https://www.kivano.kg/images/product/97585/1631261651_90829100.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 4GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 128 Gb;Вес: от 1.65 кг            ",53080 сом,https://www.kivano.kg/images/product/106033/1651644291_35985900.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 4GB DDR4 256GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 4 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",31150 сом,https://www.kivano.kg/images/product/106545/1652455488_89939900.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 4GB DDR4 480GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4GB DDR4; накопитель 480GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",36950 сом,https://www.kivano.kg/images/product/107569/1655376855_99298800.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 4GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 4 GB DDR4; накопитель 1000GB HDD + 128GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",64890 сом,https://www.kivano.kg/images/product/108593/1657705646_62573400.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 8GB DDR4 500GB HDD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя HDD: 500 Gb; Вес: от 1.85 кг            ",38620 сом,https://www.kivano.kg/images/product/83762/1599712425_97037000.png
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 4GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            ",53950 сом,https://www.kivano.kg/images/product/106034/1651644374_14348600.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 8GB DDR4 256GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 8 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",32560 сом,https://www.kivano.kg/images/product/106546/1652455513_03530200.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 8GB DDR4 480GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8GB DDR4; накопитель 480GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",38440 сом,https://www.kivano.kg/images/product/107570/1655376863_16131700.jpg
Ноутбук Lenovo Legion 5 17ITH6H Intel Core i7-11800H 16GB DDR 512GB SSD NVIDIA RTX 3060 6GB FHD W11 серый,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i7-11800H; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Nvidia RTX 3060; Объем оперативной памяти: 16 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 2.98 кг            ",143340 сом,https://www.kivano.kg/images/product/107826/1656049680_49928400.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 4GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 4 GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",66640 сом,https://www.kivano.kg/images/product/108594/1657705759_16665800.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 4GB DDR4 128GB SSD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя SSD: 128 Gb; Вес: от 1.85 кг            ",36420 сом,https://www.kivano.kg/images/product/83763/1599712560_55165800.png
Ноутбук HP ENVY x360 15-eu0016ur 4E0U9EA#ABA AMD Ryzen 7 5700U 16GB DDR4 1000GB SSD AMD Radeon Graphics 8 FHD WIN10 черный,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: AMD Ryzen 7 5700U; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: AMD Radeon Graphics 8; Объем оперативной памяти: 16 GB DDR4; Объем накопителя SSD: 1000 GB; Вес: от...            ",124630 сом,https://www.kivano.kg/images/product/99123/1633762340_47904600.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 4GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 512 Gb;Вес: от 1.65 кг            ",56140 сом,https://www.kivano.kg/images/product/106035/1651644461_09571300.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 16GB DDR4 256GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 16 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",35890 сом,https://www.kivano.kg/images/product/106547/1652455534_51598400.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 4GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4GB DDR4; накопитель 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",37210 сом,https://www.kivano.kg/images/product/107571/1655376870_92473600.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 20 GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",75370 сом,https://www.kivano.kg/images/product/108595/1657705895_80452600.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 8GB DDR4 128GB SSD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 128 Gb; Вес: от 1.85 кг            ",38620 сом,https://www.kivano.kg/images/product/83764/1599712678_79247300.png
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 8GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 128 Gb;Вес: от 1.65 кг            ",54390 сом,https://www.kivano.kg/images/product/106036/1651644540_92562400.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 4GB DDR4 500GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 4 GB DDR4; накопитель 500 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",33520 сом,https://www.kivano.kg/images/product/106548/1652455555_67905400.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 8GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8GB DDR4; накопитель 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",38700 сом,https://www.kivano.kg/images/product/107572/1655376881_05301900.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 20 GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",78870 сом,https://www.kivano.kg/images/product/108596/1657706069_13789600.jpg
Ноутбук Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1 8GB DDR4 512GB SSD Intel Graphics 620 HD DOS серый,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; вес от 1.85 кг            ",44050 сом,https://www.kivano.kg/images/product/97589/1631262081_93891200.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 8GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            ",55270 сом,https://www.kivano.kg/images/product/106037/1651644620_65148800.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 8GB DDR4 500GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 8 GB DDR4; накопитель 500 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",34840 сом,https://www.kivano.kg/images/product/106549/1652455576_20448600.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 12GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 12GB DDR4; накопитель 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",40200 сом,https://www.kivano.kg/images/product/107573/1655376889_17538300.jpg
Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11300H 8GB DDR 256GB SSD Nvidia GTX1650 4GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i5-11300H; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Nvidia GTX 1650; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 2.25 кг            ",69000 сом,https://www.kivano.kg/images/product/107829/1656050985_41932000.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 20 GB DDR4; накопитель 1000GB HDD + 128GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",73630 сом,https://www.kivano.kg/images/product/108597/1657706184_63527200.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 8GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 512 Gb;Вес: от 1.65 кг            ",57450 сом,https://www.kivano.kg/images/product/106038/1651644703_66575200.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 16GB DDR4 500GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 16 GB DDR4; накопитель 500 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",38270 сом,https://www.kivano.kg/images/product/106550/1652455597_60426000.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",72750 сом,https://www.kivano.kg/images/product/108598/1657706482_70936000.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 4GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 4 Gb DDR4;Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.85 кг            ",41250 сом,https://www.kivano.kg/images/product/83767/1599713072_52330800.png
Ноутбук HP 255 G8 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD DOS Silver,"



        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600-3500 MHz; оперативная память 4 GB DDR4; накопитель 500 GB HDD; экран 15.6"" SVA 1366x768; видеоадаптер Radeon Graphics            ",36860 сом,https://www.kivano.kg/images/product/106039/1651645210_11992500.png
Ноутбук Lenovo IP Gaming 3 15ACH6 AMD Ryzen 5 5600H 8GB DDR4 1000GB HDD + 128GB SSD FHD NVIDIA RTX3050 DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 5600H (6/12) 3300-4200 MHz; оперативная память 8 GB DDR4; накопитель 1000 GB HDD + 128 GB SSD; экран 15.6"" IPS 1920x1080~120 Гц; видеоадаптер...            ",81320 сом,https://www.kivano.kg/images/product/106551/1652457350_70289600.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 12GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",75370 сом,https://www.kivano.kg/images/product/108599/1657706680_79923500.jpg
